tipo,autonomia,provincia,matricula,causa,poblacion,fechahora_ini,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-04 10:00:53,Amarillo,AP-68,51,52,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,52,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,52,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-01 12:00:51,Blanco,N-1,329,329,IRÚN,-2.868208,42.7368
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-01 12:00:51,Amarillo,N-1,329,329,IRÚN,-2.868208,42.7368
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-01 12:00:51,Amarillo,N-1,329,329,IRÚN,-2.868208,42.7368
Obras,Euskadi,ARABA,VI,Obras,Iruraiz-Gauna,2007-08-30 13:19:49,Amarillo,N-1,375,375,IRÚN,-2.427863,42.85463
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-08-28 13:21:22,Blanco,AP-68,27,27,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-26 21:13:56,Amarillo,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-26 21:13:56,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-26 21:13:56,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-24 10:35:41,Blanco,AP-68,35,35,ZARAGOZA,-2.877197,42.97503
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-22 10:44:27,Blanco,AP-68,31,31,ZARAGOZA,-2.89219,43.00167
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-22 10:44:27,Blanco,AP-68,31,31,ZARAGOZA,-2.89219,43.00167
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Amarillo,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-21 12:22:46,Amarillo,AP-68,27,27,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-21 12:22:46,Amarillo,AP-68,27,27,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 08:08:46,Amarillo,N-1,323,323,IRÚN,-2.909908,42.70812
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-21 08:32:01,Amarillo,AP-68,69,69,BILBAO,-2.90099,42.70471
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-21 08:32:01,Blanco,AP-68,69,69,BILBAO,-2.90099,42.70471
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 08:08:46,Amarillo,N-1,323,323,IRÚN,-2.909908,42.70812
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 08:08:46,Amarillo,N-1,323,323,IRÚN,-2.909908,42.70812
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Rojo,AP-1,83,83,MADRID,-2.867489,42.71807
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Amarillo,AP-1,83,83,MADRID,-2.867489,42.71807
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Blanco,AP-1,83,83,MADRID,-2.867489,42.71807
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-16 09:46:06,Blanco,AP-68,37,37,BILBAO,-2.86963,42.9597
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-16 09:46:06,Blanco,AP-68,37,37,BILBAO,-2.86963,42.9597
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-13 09:26:40,Blanco,AP-68,31,31,BILBAO,-2.891762,43.00168
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-13 09:26:40,Blanco,AP-68,31,31,BILBAO,-2.891762,43.00168
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-09 10:17:05,Blanco,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-09 10:17:05,Blanco,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-07 09:41:57,Blanco,AP-68,59,59,ZARAGOZA,-2.90581,42.7806
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-07 09:41:57,Blanco,AP-68,59,59,ZARAGOZA,-2.90581,42.7806
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-08-02 12:42:34,Blanco,AP-68,31,31,BILBAO,-2.891762,43.00168
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-02 10:26:43,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-02 09:32:51,Blanco,AP-68,34,34,ZARAGOZA,-2.87067,42.98276
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-07-26 16:09:54,Blanco,N-622,6,6,VITORIA-GASTEIZ,-2.69882,42.89018
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-07-26 15:49:35,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-07-26 15:49:35,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-07-25 09:35:43,Blanco,AP-68,32,32,ZARAGOZA,-2.881823,42.99696
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-18 10:49:48,Amarillo,AP-68,35,35,ZARAGOZA,-2.877197,42.97503
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-18 10:49:48,Amarillo,AP-68,35,35,ZARAGOZA,-2.877197,42.97503
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-17 18:36:52,Blanco,N-102,345,343,MADRID,-2.741904,42.82839
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-17 09:18:02,Blanco,AP-68,37,37,BILBAO,-2.86963,42.9597
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-07-12 08:48:40,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-07-12 08:48:40,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-11 15:21:51,Blanco,AP-68,27,27,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-07-11 11:26:06,Blanco,AP-68,43,43,BILBAO,-2.9027,42.91511
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-11 11:26:06,Blanco,AP-68,43,43,BILBAO,-2.9027,42.91511
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-07-11 10:24:25,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,Urkabustaiz,2007-07-10 12:06:03,Blanco,AP-68,39,39,BILBAO,-2.88562,42.94649
Obras,Euskadi,ARABA,VI,Obras,Amurrio,2007-07-10 07:04:34,Blanco,AP-68,27,28,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-02 11:45:48,Blanco,AP-68,61,61,BILBAO,-2.901,42.7643
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-02 09:47:37,Blanco,AP-68,49,49,ZARAGOZA,-2.893947,42.86351
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-06-29 07:36:01,Blanco,AP-68,23,23,BILBAO,-2.93097,43.06346
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-27 09:11:47,Blanco,AP-68,57,57,BILBAO,-2.90299,42.79598
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-28 08:38:06,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-27 09:11:47,Blanco,AP-68,56,56,BILBAO,-2.9051,42.80451
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-28 08:38:06,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-28 07:11:12,Blanco,AP-68,65,65,BILBAO,-2.92213,42.73384
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-28 07:11:12,Blanco,AP-68,65,65,BILBAO,-2.92213,42.73384
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-27 09:11:47,Blanco,AP-68,48,48,BILBAO,-2.89271,42.87232
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-28 08:38:06,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-06-28 07:35:11,Blanco,AP-68,36,36,BILBAO,-2.876096,42.96855
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-06-28 07:35:11,Blanco,AP-68,36,36,BILBAO,-2.876096,42.96855
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-28 07:11:12,Blanco,AP-68,68,68,BILBAO,-2.904834,42.71334
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-27 21:26:55,Blanco,AP-68,49,49,BILBAO,-2.89375,42.86332
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-27 09:11:47,Blanco,AP-68,39,39,BILBAO,-2.88562,42.94649
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-27 09:11:47,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-27 09:08:32,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-27 09:11:47,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-27 09:10:34,Blanco,AP-68,50,50,ZARAGOZA,-2.89331,42.85456
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-27 09:08:32,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-26 23:11:28,Blanco,AP-68,73,73,BILBAO,-2.890621,42.6715
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-26 22:33:10,Blanco,AP-68,71,71,ZARAGOZA,-2.89166,42.68916
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-25 08:44:48,Amarillo,AP-68,43,43,BILBAO,-2.9027,42.91511
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-25 08:44:48,Amarillo,AP-68,43,43,BILBAO,-2.9027,42.91511
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-25 08:44:48,Amarillo,AP-68,52,52,BILBAO,-2.89389,42.83642
Obras,Euskadi,ARABA,VI,Obras,Llodio,2007-06-26 11:50:37,Blanco,AP-68,23,23,BILBAO,-2.93097,43.06346
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-26 11:55:02,Blanco,AP-68,49,49,ZARAGOZA,-2.893947,42.86351
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-26 11:55:02,Blanco,AP-68,36,36,ZARAGOZA,-2.876186,42.96837
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-26 11:55:02,Blanco,AP-68,36,36,ZARAGOZA,-2.876186,42.96837
Obras,Euskadi,ARABA,VI,Obras,Llodio,2007-06-26 11:50:37,Blanco,AP-68,23,23,BILBAO,-2.93097,43.06346
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-26 02:26:51,Blanco,AP-68,68,68,BILBAO,-2.904834,42.71334
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-26 02:26:51,Blanco,AP-68,68,68,BILBAO,-2.904834,42.71334
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-26 02:26:51,Blanco,AP-68,71,71,BILBAO,-2.89141,42.68887
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-25 22:23:23,Blanco,AP-68,70,70,ZARAGOZA,-2.894581,42.69747
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-25 22:23:23,Blanco,AP-68,70,70,ZARAGOZA,-2.894581,42.69747
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-25 10:55:05,Blanco,AP-68,64,64,BILBAO,-2.91494,42.74106
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-25 08:46:27,Blanco,AP-68,49,49,ZARAGOZA,-2.893947,42.86351
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-25 08:46:27,Blanco,AP-68,49,49,ZARAGOZA,-2.893947,42.86351
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-25 08:44:48,Blanco,AP-68,55,55,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-22 07:57:23,Blanco,AP-68,64,64,BILBAO,-2.91494,42.74106
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-06-22 07:57:23,Blanco,AP-68,74,74,BILBAO,-2.889577,42.66271
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-22 00:59:15,Blanco,AP-68,53,53,ZARAGOZA,-2.89539,42.828
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-22 00:59:15,Blanco,AP-68,53,53,ZARAGOZA,-2.89539,42.828
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-06-22 00:05:30,Blanco,N-622,6,8,BILBAO,-2.69866,42.89019
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-21 22:01:45,Blanco,AP-68,50,50,ZARAGOZA,-2.89331,42.85456
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-21 22:01:45,Blanco,AP-68,50,50,ZARAGOZA,-2.89331,42.85456
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,55,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,55,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-21 14:16:09,Blanco,AP-68,51,50,BILBAO,-2.89269,42.84543
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,53,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-21 14:16:09,Blanco,AP-68,51,50,BILBAO,-2.89269,42.84543
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-21 14:16:09,Blanco,AP-68,51,50,BILBAO,-2.89269,42.84543
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-21 14:16:09,Blanco,AP-68,51,50,BILBAO,-2.89269,42.84543
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-06-21 07:27:12,Blanco,AP-68,41,39,BILBAO,-2.89515,42.93116
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,53,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-11 17:09:31,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-21 00:24:57,Blanco,AP-68,45,45,BILBAO,-2.89677,42.89839
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-21 00:24:57,Blanco,AP-68,45,45,BILBAO,-2.89677,42.89839
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 21:55:44,Blanco,AP-68,44,44,ZARAGOZA,-2.89711,42.90756
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,53,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,53,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Urkabustaiz,2007-06-20 08:28:42,Blanco,AP-68,37,40,ZARAGOZA,-2.86974,42.96004
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-20 08:19:15,Blanco,AP-68,53,52,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,55,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-20 10:15:37,Blanco,AP-68,55,53,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-20 08:19:15,Blanco,AP-68,53,52,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-06-20 08:38:34,Blanco,AP-68,71,73,ZARAGOZA,-2.89166,42.68916
Obras,Euskadi,ARABA,VI,Obras,Urkabustaiz,2007-06-20 08:26:27,Blanco,AP-68,40,37,BILBAO,-2.89336,42.93987
Obras,Euskadi,ARABA,VI,Obras,Urkabustaiz,2007-06-20 08:28:42,Blanco,AP-68,37,40,ZARAGOZA,-2.86974,42.96004
Obras,Euskadi,ARABA,VI,Obras,Urkabustaiz,2007-06-20 08:26:27,Blanco,AP-68,40,37,BILBAO,-2.89336,42.93987
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-20 08:19:15,Blanco,AP-68,53,52,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-19 22:45:29,Blanco,AP-68,33,33,BILBAO,-2.873356,42.99057
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-06-19 20:19:16,Rojo,N-622,8,6,VITORIA-GASTEIZ,-2.71263,42.90498
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-11 17:09:31,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,Urkabustaiz,2007-06-19 08:26:06,Blanco,AP-68,40,42,ZARAGOZA,-2.89353,42.94023
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-19 08:20:03,Blanco,AP-68,42,42,BILBAO,-2.90199,42.92357
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-06-19 08:20:03,Blanco,AP-68,42,42,BILBAO,-2.90199,42.92357
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-19 08:00:07,Blanco,AP-68,53,52,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-06-19 13:29:30,Blanco,AP-68,77,77,ZARAGOZA,-2.86839,42.64229
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-06-19 13:28:20,Blanco,AP-68,74,74,ZARAGOZA,-2.88982,42.66267
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-11 17:09:31,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-06-11 17:09:31,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-19 08:00:07,Blanco,AP-68,53,52,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-06-19 08:00:07,Blanco,AP-68,53,52,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Urkabustaiz,2007-06-19 08:26:06,Blanco,AP-68,40,42,ZARAGOZA,-2.89353,42.94023
