Clusters,Numero_de_Accidentes
0
0
-1
1
2
3
2
2
4
2
4
4
4
5
6
7
8
8
7
8
8
9
5
10
11
11
12
13
14
15
15
14
16
16
16
8
17
17
18
18
-1
19
20
18
21
22
22
22
23
24
24
25
26
26
27
-1
-1
-1
25
27
28
25
25
25
25
25
25
28
28
8
8
8
29
30
30
31
-1
31
31
31
8
8
32
32
16
33
34
35
36
35
35
35
35
35
37
37
37
37
37
37
37
37
37
37
37
37
37
37
38
39
-1
40
39
41
-1
42
40
38
42
41
42
40
40
42
42
40
40
40
40
40
40
43
44
44
1
45
45
46
47
32
32
32
6
48
-1
49
50
50
51
42
-1
39
19
19
19
47
47
47
52
52
52
52
53
48
54
54
47
8
8
55
27
5
5
8
56
57
57
57
48
58
45
58
4
22
1
1
13
59
60
50
-1
61
-1
61
-1
-1
62
62
63
22
25
25
-1
64
28
65
65
66
65
66
0
26
15
-1
-1
67
67
67
23
68
68
17
23
17
17
34
56
69
59
-1
-1
-1
-1
-1
-1
-1
70
70
71
59
-1
-1
-1
72
72
-1
-1
72
72
47
73
47
47
74
74
47
47
74
47
47
74
6
15
15
36
54
54
8
8
8
8
8
8
8
8
48
5
5
12
13
71
-1
55
50
-1
13
13
-1
13
27
13
13
-1
48
-1
25
25
-1
16
16
16
16
5
-1
13
-1
-1
-1
2
2
2
75
75
75
75
75
14
25
25
25
25
25
47
47
15
3
8
37
47
47
22
-1
65
65
65
65
45
62
62
-1
76
76
8
8
8
8
60
60
77
-1
-1
-1
78
-1
-1
11
13
13
-1
13
6
6
11
-1
-1
-1
18
18
13
-1
79
13
52
24
5
5
5
6
6
6
43
43
43
26
26
26
26
26
26
26
-1
-1
-1
-1
-1
80
3
5
5
81
81
81
3
3
3
3
3
3
82
83
4
4
6
4
3
3
6
6
47
-1
48
48
-1
80
51
47
47
3
47
3
17
17
-1
-1
84
84
81
81
-1
81
81
8
8
85
85
85
85
86
86
86
46
26
10
-1
84
84
74
74
74
87
81
42
28
55
28
34
-1
36
88
88
88
88
88
37
1
25
25
25
-1
-1
28
28
28
-1
-1
89
48
18
90
17
90
17
2
2
-1
-1
-1
-1
-1
-1
13
22
77
34
34
34
32
32
34
-1
34
34
34
8
25
25
91
91
-1
-1
-1
-1
11
11
11
11
86
86
44
86
86
86
92
1
92
43
92
74
93
28
28
-1
6
6
56
34
34
48
94
40
60
-1
-1
95
95
95
33
60
60
60
96
96
-1
3
60
60
60
-1
-1
13
48
97
45
-1
62
4
60
60
60
60
60
40
70
70
89
17
17
89
66
2
25
-1
-1
-1
8
16
1
1
-1
38
38
-1
-1
26
-1
40
40
40
-1
11
-1
11
11
98
-1
-1
2
2
2
2
2
16
2
16
16
2
16
-1
66
66
66
2
2
2
50
-1
83
83
3
61
61
61
61
61
61
-1
-1
61
61
-1
8
50
50
50
80
-1
-1
25
38
53
28
15
15
13
51
49
94
91
91
94
91
91
91
94
91
34
8
16
-1
-1
-1
51
18
69
-1
69
8
8
25
49
49
49
87
5
5
5
-1
-1
-1
-1
-1
79
79
79
88
88
88
88
88
98
98
18
99
-1
-1
26
26
26
99
99
99
99
99
99
99
99
99
99
99
99
91
100
100
100
91
100
100
36
28
54
-1
74
-1
-1
-1
9
9
64
64
64
64
94
94
-1
-1
-1
84
84
-1
-1
-1
-1
-1
60
-1
28
65
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
28
28
34
34
83
83
101
-1
-1
-1
-1
8
102
102
102
78
8
7
27
93
93
93
93
93
93
6
86
86
86
17
103
103
103
103
103
31
31
51
51
48
48
-1
31
-1
-1
-1
86
6
104
25
6
6
6
25
-1
-1
95
105
105
105
105
-1
106
97
25
25
34
31
55
74
45
87
87
107
-1
108
2
84
25
25
107
45
51
-1
109
109
6
51
51
51
51
47
47
47
-1
-1
-1
110
59
59
41
59
80
59
80
59
41
41
41
41
41
41
41
41
41
51
93
51
51
97
97
97
97
97
97
97
97
97
-1
-1
-1
-1
73
73
73
73
73
15
73
15
15
38
38
50
77
82
79
10
10
69
69
50
50
70
83
103
45
6
103
103
103
103
103
111
80
84
108
108
108
60
25
25
21
66
55
-1
-1
52
52
52
52
90
90
90
90
110
112
107
92
92
92
92
92
48
3
4
-1
4
18
-1
17
7
-1
-1
-1
113
113
-1
81
81
8
-1
71
71
51
51
25
72
-1
101
101
14
25
25
25
25
6
81
-1
-1
70
48
58
48
94
-1
112
45
45
45
45
45
45
45
45
45
45
45
-1
108
15
15
-1
51
51
38
38
38
28
86
12
55
97
71
22
33
33
53
42
66
66
66
66
4
4
4
2
2
50
114
114
114
85
34
51
72
72
72
72
4
82
82
41
41
41
4
97
85
2
101
101
101
101
-1
-1
-1
-1
-1
-1
8
-1
5
5
5
8
-1
115
115
115
115
-1
18
30
30
30
36
48
48
82
91
91
15
25
109
13
65
65
95
4
-1
-1
87
-1
-1
-1
-1
-1
98
98
111
111
25
8
109
105
105
46
16
16
16
56
6
69
69
34
34
34
-1
-1
21
116
13
116
55
-1
-1
-1
60
109
25
-1
43
43
99
66
99
6
-1
14
74
97
97
116
116
116
0
96
18
85
10
30
30
85
30
117
117
117
117
117
18
113
113
113
113
44
44
44
21
21
25
25
25
108
-1
-1
108
108
108
-1
41
41
-1
118
118
118
118
118
118
118
95
8
56
25
78
78
78
78
22
22
22
22
119
119
119
119
26
55
87
-1
101
6
92
101
101
101
92
101
92
101
101
101
28
28
28
28
28
95
28
28
107
59
26
59
59
-1
-1
-1
-1
29
29
29
29
-1
28
28
28
45
45
45
45
45
45
45
45
45
45
45
45
45
2
45
3
45
45
45
45
92
92
92
3
3
3
113
113
-1
116
113
113
113
113
113
113
113
75
116
-1
50
119
74
119
16
119
119
84
18
8
98
43
43
80
80
80
80
80
58
58
58
15
15
25
25
110
44
32
-1
-1
-1
8
2
2
97
-1
115
115
115
115
114
114
61
115
4
-1
107
-1
91
91
91
91
91
-1
50
8
5
104
104
104
104
0
0
47
47
47
47
-1
-1
80
42
39
-1
39
-1
8
19
19
50
-1
-1
85
85
-1
25
53
53
53
53
53
48
63
63
63
63
63
50
120
120
63
88
88
88
77
77
3
3
28
116
74
-1
1
0
104
104
104
12
12
12
26
89
2
86
86
-1
74
98
74
-1
6
6
-1
11
11
11
11
38
38
116
46
6
5
5
84
86
89
5
51
86
86
112
112
86
86
102
102
-1
86
25
98
-1
46
46
46
46
105
8
88
88
60
-1
-1
81
-1
81
-1
81
81
24
24
24
24
17
40
3
-1
-1
18
38
38
38
-1
-1
8
-1
-1
-1
25
25
25
8
16
120
67
23
24
24
24
24
24
24
24
24
24
24
24
24
5
30
18
43
43
43
17
66
15
15
15
15
13
51
51
51
51
42
42
42
-1
74
118
107
107
107
23
9
89
87
-1
52
32
-1
101
7
7
-1
101
7
-1
101
101
101
101
19
13
51
13
13
51
13
80
104
104
104
104
0
0
0
0
97
51
21
-1
18
80
94
28
21
34
43
43
43
22
43
43
-1
-1
38
38
20
80
80
80
80
80
3
6
54
54
54
54
54
54
54
54
20
20
8
3
-1
-1
51
37
6
68
50
50
50
-1
-1
-1
-1
69
-1
-1
50
46
46
20
48
48
48
20
57
57
57
51
-1
25
25
68
63
68
109
109
63
63
37
37
99
4
108
64
-1
55
55
55
-1
-1
-1
52
52
9
-1
79
79
88
88
54
54
54
54
44
44
44
59
59
71
59
11
-1
30
116
15
110
116
30
110
110
30
-1
97
94
94
97
5
89
89
13
67
13
3
3
-1
-1
96
96
96
96
96
96
96
96
-1
52
-1
116
34
48
48
90
-1
-1
-1
-1
-1
28
28
19
65
91
17
17
17
17
91
17
10
17
17
17
17
91
-1
22
-1
111
111
120
120
102
50
17
-1
-1
23
92
92
1
1
19
19
19
19
19
113
-1
-1
-1
-1
21
21
21
110
51
8
8
8
115
65
115
115
24
-1
4
27
13
13
92
92
101
65
65
113
113
60
60
60
23
89
116
116
116
18
37
34
-1
-1
-1
38
-1
-1
-1
13
106
106
106
3
106
90
90
90
3
3
3
77
-1
-1
33
8
-1
48
48
44
44
1
21
4
6
6
76
76
76
76
-1
76
76
76
4
112
8
8
-1
48
48
15
15
15
98
98
56
56
0
0
-1
18
90
110
-1
25
118
30
-1
-1
86
86
50
21
14
-1
2
-1
111
25
111
17
104
84
84
18
-1
2
6
